geneName	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	group
POLX_TOBAC.20	81.414101010664	-6.3656990673772	1.79393296546929	-3.54845983094578	0.000387491096916003	0.0315528464631602	MET effect on chytrid gene expression in presence of cyanobacteria
SUCA_DICDI	193.875712601296	3.34926380875215	0.970835549560719	3.44987759282983	0.000560840793461779	0.0403955340954324	MET effect on chytrid gene expression in presence of cyanobacteria
IF1A_SCHPO1	43.2946306074843	-5.12687060937196	1.48736464908631	-3.44694934932156	0.000566954864497297	0.0403955340954324	MET effect on chytrid gene expression in presence of cyanobacteria
SPTC1_SCHPO	20.0844081660836	-2.6130427229384	0.76852830315959	-3.40006049509901	0.000673709460243898	0.0426682658154469	MET effect on chytrid gene expression in presence of cyanobacteria
LTN1_MOUSE	53.2665918978415	2.35402975018595	0.689348861758416	3.41485984930939	0.000638148376424137	0.0426682658154469	MET effect on chytrid gene expression in presence of cyanobacteria
YBT1_YEAST.11	32.785998243776	-5.22375662600035	1.54474998151897	-3.38161947790656	0.0007205988838707	0.043235933032242	MET effect on chytrid gene expression in presence of cyanobacteria
WP_026785467.1	359.905772844162	-4.09716387414629	0.360758965248581	-11.357067374121	6.84024398317855e-30	1.41387843132301e-26	infection effect on cyanobacteria gene expression in absence of MET
WP_042156873.1	610.815823747819	-3.19199835066542	0.3669693914422	-8.6982686433895	3.36986011910555e-18	3.48275043309558e-15	infection effect on cyanobacteria gene expression in absence of MET
WP_235766204.1	568.694662744188	-2.29106660315625	0.303432039450707	-7.55050985157564	4.33557601149005e-14	2.98721187191664e-11	infection effect on cyanobacteria gene expression in absence of MET
WP_254035346.1	54.2492651350605	-3.80926072899866	0.522622789591913	-7.28873827330242	3.12871171515245e-13	1.61676177880503e-10	infection effect on cyanobacteria gene expression in absence of MET
WP_026794290.1	447.842251368243	-3.23122785493303	0.457079168927369	-7.0692958126177	1.55721879615262e-12	6.43754250329493e-10	infection effect on cyanobacteria gene expression in absence of MET
WP_042155990.1	163.083207935209	-2.49867838448211	0.368750164860512	-6.77607394542398	1.23485494258769e-11	4.25407527721461e-09	infection effect on cyanobacteria gene expression in absence of MET
WP_173400993.1	150.545110963642	-2.17341876754437	0.336367020164682	-6.46145025300128	1.03704248911696e-10	2.67945853125594e-08	infection effect on cyanobacteria gene expression in absence of MET
WP_042152228.1	114.990770596006	-2.61038526455925	0.40303719761569	-6.47678497171457	9.36975695439043e-11	2.67945853125594e-08	infection effect on cyanobacteria gene expression in absence of MET
WP_026787259.1	2592.86451787672	10.3319155713777	1.61207212819064	6.40909013356245	1.46390634470556e-10	3.36210490500711e-08	infection effect on cyanobacteria gene expression in absence of MET
WP_227350060.1	276.783145258737	-2.22852770307023	0.348952980122006	-6.38632661137058	1.69917890673467e-10	3.51220280022057e-08	infection effect on cyanobacteria gene expression in absence of MET
WP_227350976.1	354.081148835673	3.7125516919945	0.587983715865313	6.31403828340872	2.71846642943566e-10	5.10824555422137e-08	infection effect on cyanobacteria gene expression in absence of MET
WP_254035745.1	167.624009652858	-2.4427003546302	0.391497184009134	-6.23938167221456	4.39303917257575e-10	7.56700997476174e-08	infection effect on cyanobacteria gene expression in absence of MET
WP_227373526.1	276.398789415295	-2.51428614459466	0.409213163544545	-6.14419664024557	8.03692288868692e-10	1.18659425792256e-07	infection effect on cyanobacteria gene expression in absence of MET
WP_227373526.1.1	276.398789415295	-2.51428614459466	0.409213163544545	-6.14419664024557	8.03692288868692e-10	1.18659425792256e-07	infection effect on cyanobacteria gene expression in absence of MET
WP_254035370.1	34.6807559078637	-1.86809752874357	0.318438724714571	-5.86642698816867	4.45286208327439e-09	6.13604395075211e-07	infection effect on cyanobacteria gene expression in absence of MET
WP_042152522.1	256.781249652368	4.28140429280163	0.746921636393018	5.73206623585989	9.92145111813992e-09	1.2817274663247e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_254035222.1	85.7225611872236	-2.46196153950341	0.431565891394191	-5.70471760766344	1.16536128278256e-08	1.41694221853621e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_254033266.1	59.747097827509	-1.7622688234199	0.311585713349978	-5.65580752876333	1.55115218193097e-08	1.78123975558407e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_042153136.1	434.909382560149	5.98690252208339	1.06983790755704	5.59608374296101	2.19247830153661e-08	2.3851856048822e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_227350464.1	84.1606147082033	-1.79760198701984	0.324921197657536	-5.53242447700965	3.15834445162378e-08	3.26414899075318e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_174235992.1	129.460941771371	-2.77595688657471	0.5052804393812	-5.49389343069431	3.93167799993556e-08	3.69399019357582e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_254035126.1	182.540122703946	-2.79213382564489	0.508055581753221	-5.49572512521105	3.89108196193441e-08	3.69399019357582e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_042157883.1	439.800198284802	8.96714407692536	1.63525661505542	5.48363112820766	4.16683155963168e-08	3.74471340598204e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_042156828.1	226.05741017139	3.12515751205188	0.57653806410415	5.42055712645423	5.9413582331742e-08	4.54843980295225e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_027254885.1	202.401664907737	4.29832377887132	0.792395734539809	5.42446607359341	5.81280288812385e-08	4.54843980295225e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_254035447.1	514.653723125521	2.45570009243434	0.45197321005501	5.43328683603936	5.53253658724525e-08	4.54843980295225e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_042151234.1	290.850517012902	-2.99186701597248	0.550181670048441	-5.43796200209479	5.38934640995159e-08	4.54843980295225e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_026793935.1	527.915694585174	9.10355807360775	1.68957141004361	5.38808719151608	7.1211505438845e-08	5.25693506221759e-06	infection effect on cyanobacteria gene expression in absence of MET
WP_026786414.1	948.032639971367	4.56599732913911	0.868852320153519	5.2552053130644	1.47859428818141e-07	1.01875146455699e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_026787806.1	283.303373577025	7.92312230021351	1.50686545203822	5.25801576344892	1.45618040308131e-07	1.01875146455699e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_026797222.1	266.229720008072	-2.02127842433416	0.390927343876049	-5.17047082021218	2.33504934388866e-07	1.55695064316705e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_042155681.1	677.573041706461	-2.65722971993394	0.516057934005575	-5.14909188452712	2.61750640267456e-07	1.67394880628742e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_042153981.1	221.007583305107	-3.9607550300391	0.769797468905913	-5.14519102754181	2.67248720887687e-07	1.67394880628742e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_254035015.1	15.3437463064163	-2.08697674654893	0.407191526850343	-5.12529512264623	2.9707204642014e-07	1.80602329397185e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_042154525.1	223.488908036793	3.57231420621211	0.703330437844021	5.07914063432634	3.79145977685772e-07	2.23912781678997e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_227365272.1	158.184580098905	7.4675272253858	1.48093663063988	5.0424353553597	4.59644059801796e-07	2.63912297669531e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_026795078.1	498.600544008246	8.8740148575962	1.76210999511346	5.03601641339353	4.75319820711417e-07	2.65536775516351e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_042152452.1	221.352032294656	4.00756913255426	0.798127635073238	5.02121334538995	5.13460888570324e-07	2.79295699124963e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_254033865.1	239.782175182	2.72133938937035	0.559908280293217	4.86033067406187	1.17189841232684e-06	6.05578504569894e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_042157539.1	155.148001328316	3.54331487207203	0.728512830647869	4.86376453922019	1.15173915993601e-06	6.05578504569894e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_042156541.1	214.704833243823	4.70653521864678	0.970403264595017	4.85008180656831	1.23410565221152e-06	6.22169849541759e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_026795023.1	130.039884966821	7.21985454603633	1.4965032017981	4.82448319346156	1.40366752239984e-06	6.90804944952491e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_042156845.1	235.545017828602	-3.19103471336822	0.663611510081334	-4.80858855654436	1.51999690895415e-06	7.14053093365507e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_027249229.1	465.428799910331	8.36515183693567	1.73932175662458	4.80943322020507	1.51358850507376e-06	7.14053093365507e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_254032352.1	238.599291530616	6.79393543251264	1.41474133896972	4.80224564404142	1.56896052700002e-06	7.20675868735341e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_026787165.1	334.888944703517	-3.04655764760407	0.636356606439136	-4.78750061958453	1.68871216749147e-06	7.58819141348885e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_042152356.1	312.517022700326	4.12811671856217	0.863572891714369	4.78027594215818	1.75054755700481e-06	7.69868468155095e-05	infection effect on cyanobacteria gene expression in absence of MET
cyano_NZ_LR882952.1_cds_NMG88_RS10735_2123_g1_i1	364.035549356532	-3.76503554117783	0.788437764259851	-4.77531101609811	1.79429725739951e-06	7.72669256467664e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_254035028.1	29.6989934364513	-3.08306518591296	0.646648183850674	-4.76776284679848	1.86282876419221e-06	7.79345349820186e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_227350924.1	51.8852702327687	-2.78984930422362	0.585935208146659	-4.76136143627219	1.92291305470873e-06	7.79345349820186e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_235765776.1	222.107789949952	7.44563459607479	1.56265459166924	4.76473472497932	1.89102268340082e-06	7.79345349820186e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_042153957.1	298.641243117403	7.46725465272482	1.57110330467936	4.75287311183448	2.00546216441616e-06	7.93309139623567e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_026797053.1	449.58573612471	-2.01348124916564	0.423890430115927	-4.75000402489621	2.03412599903479e-06	7.93309139623567e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_042153775.1	164.608100691799	3.77215321677899	0.794858833338021	4.74568949675979	2.07797269844997e-06	7.95401771795574e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_026795596.1	165.349864737746	7.11875279557561	1.50237312613783	4.7383387466973	2.15477395273095e-06	8.09803229144522e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_042158546.1	977.899842031571	3.0287510790976	0.639722207347137	4.73447856634135	2.19618977295206e-06	8.10629332266413e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_026789114.1	181.718567622828	7.51486147731318	1.5940118281429	4.7144326940587	2.42385105203073e-06	8.78964934131143e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_214559003.1	140.44993997095	-2.58299870812526	0.550823618060057	-4.68933906142644	2.74088905887563e-06	9.76796152533779e-05	infection effect on cyanobacteria gene expression in absence of MET
WP_254033762.1	309.224416418356	-1.78506548321787	0.382831144342593	-4.66280110591113	3.11934197671303e-06	0.000105699669932227	infection effect on cyanobacteria gene expression in absence of MET
WP_026796686.1	236.209964187783	6.62894309790223	1.42158015417742	4.66308078262249	3.11510398627791e-06	0.000105699669932227	infection effect on cyanobacteria gene expression in absence of MET
WP_227381643.1	205.92261550247	2.81560622246946	0.603723816978548	4.66373222868812	3.10525391409921e-06	0.000105699669932227	infection effect on cyanobacteria gene expression in absence of MET
WP_042156720.1	326.324512731307	3.20927371152935	0.690128787725048	4.65025335649083	3.31527507795994e-06	0.000108772596605448	infection effect on cyanobacteria gene expression in absence of MET
WP_042156561.1	308.201098022934	-2.671926722569	0.574550369104186	-4.65046559231169	3.31186498223241e-06	0.000108772596605448	infection effect on cyanobacteria gene expression in absence of MET
WP_042152969.1	323.481631572228	-1.89484110756764	0.408150037169626	-4.64251117238082	3.44200020482514e-06	0.000109455606513439	infection effect on cyanobacteria gene expression in absence of MET
WP_052369694.1	183.74056630978	-2.51910792139186	0.542472414812947	-4.64375303260442	3.42136511323873e-06	0.000109455606513439	infection effect on cyanobacteria gene expression in absence of MET
WP_227397674.1	97.2076166342803	-1.22591852272629	0.264584075215788	-4.63337984996438	3.59743583727975e-06	0.00011266514963117	infection effect on cyanobacteria gene expression in absence of MET
WP_202807898.1	377.98796279721	8.24694498789491	1.7818300280156	4.62835672215011	3.6857873188832e-06	0.000113709289375098	infection effect on cyanobacteria gene expression in absence of MET
WP_235750978.1	136.038490046519	-2.35729879159288	0.510962885907295	-4.61344425712471	3.96050516501426e-06	0.00012038770847183	infection effect on cyanobacteria gene expression in absence of MET
WP_235766267.1	180.380210180042	7.5276013529293	1.64001162366455	4.58996829309609	4.43313345375359e-06	0.000132801258679836	infection effect on cyanobacteria gene expression in absence of MET
WP_026796182.1	274.213059668727	-1.90524125301024	0.417266198700179	-4.56600908232021	4.97097238528145e-06	0.000146785713148239	infection effect on cyanobacteria gene expression in absence of MET
WP_042152769.1	129.359250306673	-1.83537453294872	0.402506966801033	-4.55985780205386	5.11882706363269e-06	0.000149022754091955	infection effect on cyanobacteria gene expression in absence of MET
WP_254035598.1	97.6689557529041	-2.14218806119164	0.472414306104019	-4.53455374554207	5.77254021051128e-06	0.000165720008543428	infection effect on cyanobacteria gene expression in absence of MET
WP_042153997.1	207.333258260523	5.4156167448672	1.19577035220635	4.52897726965275	5.9269874007626e-06	0.000166054254379151	infection effect on cyanobacteria gene expression in absence of MET
WP_042155948.1	220.48719808062	5.08934047832459	1.1238862779225	4.52834114829857	5.9448547769991e-06	0.000166054254379151	infection effect on cyanobacteria gene expression in absence of MET
WP_026793937.1	308.807283737822	5.79886978427766	1.29446963644901	4.4797263844559	7.47387839765047e-06	0.000205980088639247	infection effect on cyanobacteria gene expression in absence of MET
WP_042155961.1	129.943451844754	-2.30185216730929	0.51473859061519	-4.47188574798371	7.75328497835072e-06	0.000210868948029618	infection effect on cyanobacteria gene expression in absence of MET
WP_026788815.1	221.016745485847	-2.84412321573946	0.63810418550643	-4.45714552629401	8.30582207767428e-06	0.000222962782266919	infection effect on cyanobacteria gene expression in absence of MET
WP_042151876.1	206.072051524654	5.39522004003454	1.21144623524326	4.45353651121892	8.4467336492086e-06	0.000223838441704028	infection effect on cyanobacteria gene expression in absence of MET
WP_235766062.1	59.2584397314329	-1.75346016155397	0.395092302529505	-4.43810256572392	9.07553733281538e-06	0.000237457413505435	infection effect on cyanobacteria gene expression in absence of MET
WP_227350515.1	617.684067800149	4.11041972157642	0.926929086621813	4.4344489572086	9.23080858369483e-06	0.000238501016781215	infection effect on cyanobacteria gene expression in absence of MET
WP_042156871.1	201.874897192458	-1.57030824178271	0.354578273318706	-4.42866458535454	9.48183476812865e-06	0.000241962376120024	infection effect on cyanobacteria gene expression in absence of MET
WP_042156405.1	133.847577694925	7.12055110138999	1.60898721021847	4.42548645270035	9.62251958062693e-06	0.000242557902111657	infection effect on cyanobacteria gene expression in absence of MET
WP_026797495.1	217.470659994005	-2.8117464709212	0.638963493932251	-4.40048061841124	1.08011375274966e-05	0.00026898736469079	infection effect on cyanobacteria gene expression in absence of MET
WP_042154438.1	197.594468495102	4.09596065820026	0.934917519769759	4.38109306071081	1.18085419573341e-05	0.000290574478878685	infection effect on cyanobacteria gene expression in absence of MET
WP_254035225.1	105.893072102751	4.64195359580072	1.06103939320607	4.37491164373683	1.21481673959522e-05	0.000295414847146272	infection effect on cyanobacteria gene expression in absence of MET
WP_254035362.1	152.58849218	6.7612967863852	1.54947024822842	4.36361833608338	1.27928688636873e-05	0.000300487044786837	infection effect on cyanobacteria gene expression in absence of MET
WP_227365565.1	207.178912842319	-3.45623464518063	0.791941271995257	-4.36425624904333	1.27555987511424e-05	0.000300487044786837	infection effect on cyanobacteria gene expression in absence of MET
WP_235751957.1	57.1615511491165	-1.64067955683798	0.375987153762684	-4.36365854635967	1.27905165102336e-05	0.000300487044786837	infection effect on cyanobacteria gene expression in absence of MET
WP_042156546.1	136.591497862041	3.41545036874789	0.784147193144624	4.35562404432144	1.32688348761073e-05	0.000304740907654597	infection effect on cyanobacteria gene expression in absence of MET
WP_042156565.1	272.346741187865	4.36537852248065	1.00208829557905	4.35628131946015	1.32290731387224e-05	0.000304740907654597	infection effect on cyanobacteria gene expression in absence of MET
WP_227350428.1	88.1093569108065	6.7423013941971	1.55171372689585	4.34506782877074	1.39232634098289e-05	0.000316256983166114	infection effect on cyanobacteria gene expression in absence of MET
WP_235751664.1	159.440833452048	-3.05942797208427	0.704826307884115	-4.34068356680479	1.42040149696635e-05	0.000319127162416243	infection effect on cyanobacteria gene expression in absence of MET
WP_042154145.1	71.0665423915047	6.43307526077683	1.4846634807835	4.33301912793189	1.47078325666946e-05	0.000326893439950083	infection effect on cyanobacteria gene expression in absence of MET
WP_313656307.1	37.5372154727558	-1.36912042401586	0.316202639437603	-4.32988297141028	1.49188604765198e-05	0.000328056219201771	infection effect on cyanobacteria gene expression in absence of MET
WP_042153344.1	148.491798738835	-1.84188688585277	0.425848486336171	-4.32521646771512	1.52382150881528e-05	0.000331551479865388	infection effect on cyanobacteria gene expression in absence of MET
WP_141296240.1	129.568992018541	4.61203928955108	1.07052526653743	4.30820218234414	1.6458690204272e-05	0.000354376173460732	infection effect on cyanobacteria gene expression in absence of MET
WP_227350450.1	210.126542716569	-1.9057374958198	0.442856147400368	-4.30328788932198	1.68281953254667e-05	0.000358596698327214	infection effect on cyanobacteria gene expression in absence of MET
WP_042156267.1	145.004279682066	2.72695448871771	0.636134488340295	4.28675781411013	1.81299763792562e-05	0.000382394501795127	infection effect on cyanobacteria gene expression in absence of MET
WP_042152560.1	213.659149155342	3.66743720981531	0.856059732580648	4.28409031547317	1.8348837163508e-05	0.000383101478959304	infection effect on cyanobacteria gene expression in absence of MET
WP_254035650.1	246.452096133129	-2.88057955047759	0.673561030578753	-4.276642233893	1.8973335092069e-05	0.000392178836353066	infection effect on cyanobacteria gene expression in absence of MET
WP_042153235.1	585.99967012721	-3.80710632071909	0.892086013666884	-4.26764489342248	1.97547459741945e-05	0.000404287722065942	infection effect on cyanobacteria gene expression in absence of MET
WP_042154839.1	127.240216812643	3.99032418047537	0.936638208924317	4.26026201200788	2.04187396999533e-05	0.000405822451536571	infection effect on cyanobacteria gene expression in absence of MET
WP_026796655.1	328.863368815645	-2.3949954380873	0.561904124189713	-4.26228485427292	2.02347278644194e-05	0.000405822451536571	infection effect on cyanobacteria gene expression in absence of MET
WP_026787538.1	703.096553097649	5.54944833571749	1.30244237271584	4.26080143887351	2.03695144816884e-05	0.000405822451536571	infection effect on cyanobacteria gene expression in absence of MET
WP_227381813.1	531.587447451965	-3.11165420833131	0.731520103727095	-4.25368242441654	2.10283475753167e-05	0.000406856422758895	infection effect on cyanobacteria gene expression in absence of MET
WP_254035029.1	547.817535232343	-2.84493842222757	0.668847659435011	-4.25349237916261	2.10462104279052e-05	0.000406856422758895	infection effect on cyanobacteria gene expression in absence of MET
WP_235752139.1	426.902048797067	3.95739200757995	0.930421540494506	4.25333231803366	2.10612661999041e-05	0.000406856422758895	infection effect on cyanobacteria gene expression in absence of MET
